CustomerID,Recency,Frequency,Monetary,CLV,R_Score,F_Score,M_Score,RFM_Segment,KMeans_Cluster,KMeans_Name
13603,15,12,137.26,658.85,3,3,2,Loyal Customers,0,Potential Loyalists
13604,13,12,281.21,1557.47,4,3,4,Loyal Customers,2,Lost Customers
13605,50,8,45.92,66.12,1,1,1,Lost Customers,1,Lost Customers
13607,11,13,142.34,931.68,4,3,2,Loyal Customers,0,Potential Loyalists
13610,21,5,49.64,170.19,3,1,1,Lost Customers,1,Lost Customers
13613,22,13,375.57,1229.14,3,3,5,Loyal Customers,2,Lost Customers
13619,18,28,301.91,1207.64,3,5,4,Loyal Customers,3,Champions
13622,22,6,46.47,152.08,3,1,1,Lost Customers,1,Lost Customers
13624,9,11,159.62,1276.96,4,2,3,Potential Loyalists,0,Potential Loyalists
13625,22,36,531.24,1738.6,3,5,5,Loyal Customers,3,Champions
13627,20,16,299.55,1078.38,3,4,4,Loyal Customers,2,Lost Customers
13628,2,9,55.77,2007.72,5,2,1,Potential Loyalists,0,Potential Loyalists
13629,74,7,70.86,68.94,1,1,1,Lost Customers,1,Lost Customers
13631,18,14,138.88,555.52,3,3,2,Loyal Customers,2,Lost Customers
13633,48,18,342.08,513.12,1,4,5,At Risk,2,Lost Customers
13635,30,16,269.46,646.7,2,4,4,At Risk,2,Lost Customers
13636,44,19,199.26,326.06,2,4,3,At Risk,2,Lost Customers
13637,21,9,108.7,372.69,3,2,2,Lost Customers,1,Lost Customers
13638,15,13,388.49,1864.75,3,3,5,Loyal Customers,2,Lost Customers
13639,4,22,423.88,7629.84,5,5,5,Champions,3,Champions
13640,34,25,628.27,1330.45,2,5,5,At Risk,3,Champions
13641,13,16,126.18,698.84,4,4,2,Loyal Customers,0,Potential Loyalists
13644,31,9,98.47,228.7,2,2,1,Lost Customers,1,Lost Customers
13645,144,12,277.26,138.63,1,3,4,At Risk,2,Lost Customers
13646,9,22,450.86,3606.88,4,5,5,Champions,3,Champions
13648,19,11,129.92,492.33,3,2,2,Lost Customers,2,Lost Customers
13651,51,8,156.1,220.38,1,1,2,Lost Customers,1,Lost Customers
13653,37,6,37.8,73.56,2,1,1,Lost Customers,1,Lost Customers
13655,6,7,131.72,1580.64,5,1,2,Potential Loyalists,0,Potential Loyalists
13660,22,14,181.91,595.34,3,3,3,Loyal Customers,2,Lost Customers
13663,7,16,237.75,2445.43,5,4,4,Champions,0,Potential Loyalists
13664,20,8,157.12,565.63,3,1,3,Lost Customers,2,Lost Customers
13667,20,4,122.02,439.27,3,1,2,Lost Customers,1,Lost Customers
13668,10,27,403.45,2904.84,4,5,5,Champions,3,Champions
13673,7,25,298.8,3073.37,5,5,4,Champions,3,Champions
13674,42,16,277.45,475.63,2,4,4,At Risk,2,Lost Customers
13678,13,20,254.2,1407.88,4,4,4,Champions,3,Champions
13679,23,19,253.26,792.81,3,4,4,Loyal Customers,2,Lost Customers
13680,17,10,125.56,531.78,3,2,2,Lost Customers,0,Potential Loyalists
13681,22,12,166.57,545.14,3,3,3,Loyal Customers,2,Lost Customers
13682,8,49,884.52,7960.68,4,5,5,Champions,3,Champions
13685,11,9,102.12,668.42,4,2,1,Potential Loyalists,0,Potential Loyalists
13686,3,15,462.56,11101.44,5,4,5,Champions,3,Champions
13687,4,33,474.35,8538.3,5,5,5,Champions,3,Champions
13689,34,10,113.25,239.82,2,2,2,Lost Customers,1,Lost Customers
13690,37,9,376.24,732.14,2,2,5,Lost Customers,2,Lost Customers
13692,18,6,78.03,312.12,3,1,1,Lost Customers,1,Lost Customers
13693,12,31,434.92,2609.52,4,5,5,Champions,3,Champions
13696,23,16,189.59,593.5,3,4,3,Loyal Customers,2,Lost Customers
13697,5,13,135.7,1954.08,5,3,2,Loyal Customers,0,Potential Loyalists
13698,124,6,29.17,16.94,1,1,1,Lost Customers,1,Lost Customers
13704,42,12,183.3,314.23,2,3,3,At Risk,2,Lost Customers
13707,1,23,313.93,22602.96,5,5,4,Champions,3,Champions
13708,9,36,646.36,5170.88,4,5,5,Champions,3,Champions
13709,8,10,141.21,1270.89,4,2,2,Potential Loyalists,0,Potential Loyalists
13711,164,9,74.77,32.83,1,2,1,Lost Customers,1,Lost Customers
13712,19,4,71.51,270.99,3,1,1,Lost Customers,1,Lost Customers
13713,48,15,142.74,214.11,1,4,2,Cannot Lose Them,2,Lost Customers
13715,1,23,422.36,30409.92,5,5,5,Champions,3,Champions
13716,2,24,470.54,16939.44,5,5,5,Champions,3,Champions
13719,55,13,117.98,154.45,1,3,2,Lost Customers,2,Lost Customers
13722,47,9,170.6,261.34,2,2,3,Lost Customers,2,Lost Customers
13724,9,40,556.99,4455.92,4,5,5,Champions,3,Champions
13725,86,9,108.81,91.1,1,2,2,Lost Customers,1,Lost Customers
13727,14,7,56.76,291.91,4,1,1,Potential Loyalists,1,Lost Customers
13733,56,17,350.42,450.54,1,4,5,At Risk,2,Lost Customers
13734,3,12,216.68,5200.32,5,3,3,Loyal Customers,0,Potential Loyalists
13735,45,9,107.16,171.46,2,2,2,Lost Customers,1,Lost Customers
13742,39,9,156.69,289.27,2,2,3,Lost Customers,2,Lost Customers
13749,17,10,182.36,772.35,3,2,3,Lost Customers,2,Lost Customers
13750,5,31,342.51,4932.14,5,5,5,Champions,3,Champions
13751,167,8,202.16,87.16,1,1,3,Lost Customers,1,Lost Customers
13753,7,27,451.41,4643.07,5,5,5,Champions,3,Champions
13757,53,23,194.87,264.73,1,5,3,At Risk,2,Lost Customers
13759,28,23,257.06,661.01,2,5,4,At Risk,2,Lost Customers
13761,72,12,204.09,204.09,1,3,3,At Risk,2,Lost Customers
13762,42,21,369.99,634.27,2,4,5,At Risk,2,Lost Customers
13763,91,8,98.37,77.83,1,1,1,Lost Customers,1,Lost Customers
13764,22,10,69.35,226.96,3,2,1,Lost Customers,1,Lost Customers
13766,19,10,132.32,501.42,3,2,2,Lost Customers,2,Lost Customers
13767,17,8,106.67,451.78,3,1,2,Lost Customers,1,Lost Customers
13771,1,8,152.42,10974.24,5,1,2,Potential Loyalists,0,Potential Loyalists
13772,11,11,54.21,354.83,4,2,1,Potential Loyalists,0,Potential Loyalists
13774,30,8,166.11,398.66,2,1,3,Lost Customers,2,Lost Customers
13778,1,12,186.81,13450.32,5,3,3,Loyal Customers,0,Potential Loyalists
13781,5,11,143.44,2065.54,5,2,2,Potential Loyalists,0,Potential Loyalists
13785,26,9,129.73,359.25,2,2,2,Lost Customers,1,Lost Customers
13787,127,8,52.2,29.59,1,1,1,Lost Customers,1,Lost Customers
13792,10,43,608.6,4381.92,4,5,5,Champions,3,Champions
13794,174,6,210.38,87.05,1,1,3,Lost Customers,1,Lost Customers
13796,16,9,123.68,556.56,3,2,2,Lost Customers,0,Potential Loyalists
13797,73,9,136.62,134.75,1,2,2,Lost Customers,1,Lost Customers
13798,9,17,243.12,1944.96,4,4,4,Champions,3,Champions
13799,1,18,194.52,14005.44,5,4,3,Loyal Customers,0,Potential Loyalists
13800,13,14,179.09,991.88,4,3,3,Loyal Customers,0,Potential Loyalists
13802,24,8,52.79,158.37,3,1,1,Lost Customers,1,Lost Customers
13804,5,26,462.04,6653.38,5,5,5,Champions,3,Champions
13806,16,14,288.89,1300.0,3,3,4,Loyal Customers,2,Lost Customers
13809,4,21,228.4,4111.2,5,4,4,Champions,3,Champions
13810,10,17,391.96,2822.11,4,4,5,Champions,3,Champions
13812,129,5,31.42,17.54,1,1,1,Lost Customers,1,Lost Customers
13814,11,9,243.09,1591.13,4,2,4,Potential Loyalists,0,Potential Loyalists
13815,57,10,148.75,187.89,1,2,2,Lost Customers,2,Lost Customers
13816,54,11,76.18,101.57,1,2,1,Lost Customers,1,Lost Customers
13819,14,17,367.85,1891.8,4,4,5,Champions,3,Champions
13821,38,16,142.45,269.91,2,4,2,Cannot Lose Them,2,Lost Customers
13823,3,35,519.18,12460.32,5,5,5,Champions,3,Champions
13824,28,14,185.87,477.95,2,3,3,At Risk,2,Lost Customers
13826,116,12,207.87,129.02,1,3,3,At Risk,2,Lost Customers
13827,3,21,163.16,3915.84,5,4,3,Loyal Customers,0,Potential Loyalists
13828,12,26,468.99,2813.94,4,5,5,Champions,3,Champions
13829,21,11,96.25,330.0,3,2,1,Lost Customers,1,Lost Customers
13834,8,7,102.16,919.44,4,1,1,Potential Loyalists,0,Potential Loyalists
13836,124,8,223.8,129.95,1,1,3,Lost Customers,2,Lost Customers
13838,36,14,110.11,220.22,2,3,2,Lost Customers,2,Lost Customers
13841,30,24,394.07,945.77,2,5,5,At Risk,3,Champions
13842,21,9,142.26,487.75,3,2,2,Lost Customers,2,Lost Customers
13843,54,9,120.43,160.57,1,2,2,Lost Customers,1,Lost Customers
13845,29,23,240.63,597.43,2,5,4,At Risk,2,Lost Customers
13846,15,10,95.57,458.74,3,2,1,Lost Customers,0,Potential Loyalists
13848,4,12,94.95,1709.1,5,3,1,Loyal Customers,0,Potential Loyalists
13852,40,7,70.73,127.31,2,1,1,Lost Customers,1,Lost Customers
13853,58,11,143.12,177.67,1,2,2,Lost Customers,2,Lost Customers
13854,4,22,209.99,3779.82,5,5,3,Loyal Customers,3,Champions
13855,17,24,484.01,2049.92,3,5,5,Loyal Customers,3,Champions
13856,19,18,264.34,1001.71,3,4,4,Loyal Customers,2,Lost Customers
13857,16,9,127.0,571.5,3,2,2,Lost Customers,0,Potential Loyalists
13861,12,17,204.16,1224.96,4,4,3,Loyal Customers,2,Lost Customers
13863,1,35,638.18,45948.96,5,5,5,Champions,3,Champions
13865,36,7,68.15,136.3,2,1,1,Lost Customers,1,Lost Customers
13866,7,14,189.76,1951.82,5,3,3,Loyal Customers,0,Potential Loyalists
13868,23,22,314.42,984.27,3,5,4,Loyal Customers,3,Champions
13875,5,23,569.37,8198.93,5,5,5,Champions,3,Champions
13878,2,14,174.05,6265.8,5,3,3,Loyal Customers,0,Potential Loyalists
13884,11,22,348.34,2280.04,4,5,5,Champions,3,Champions
13885,59,6,106.5,129.97,1,1,2,Lost Customers,1,Lost Customers
13887,4,24,848.69,15276.42,5,5,5,Champions,3,Champions
13889,44,13,139.13,227.67,2,3,2,Lost Customers,2,Lost Customers
13895,43,22,286.66,479.99,2,5,4,At Risk,2,Lost Customers
13896,41,9,136.94,240.48,2,2,2,Lost Customers,1,Lost Customers
13898,17,16,324.56,1374.61,3,4,4,Loyal Customers,2,Lost Customers
13899,6,21,161.94,1943.28,5,4,3,Loyal Customers,0,Potential Loyalists
13900,2,26,199.06,7166.16,5,5,3,Loyal Customers,3,Champions
13901,22,9,70.64,231.19,3,2,1,Lost Customers,1,Lost Customers
13904,108,4,12.67,8.45,1,1,1,Lost Customers,1,Lost Customers
13906,1,20,220.11,15847.92,5,4,3,Loyal Customers,0,Potential Loyalists
13908,1,15,97.55,7023.6,5,4,1,Loyal Customers,0,Potential Loyalists
13909,70,4,18.81,19.35,1,1,1,Lost Customers,1,Lost Customers
13910,3,9,131.94,3166.56,5,2,2,Potential Loyalists,0,Potential Loyalists
13913,6,14,216.02,2592.24,5,3,3,Loyal Customers,0,Potential Loyalists
13914,29,24,470.63,1168.46,2,5,5,At Risk,3,Champions
13917,147,4,142.93,70.01,1,1,2,Lost Customers,1,Lost Customers
13920,19,16,227.12,860.67,3,4,3,Loyal Customers,2,Lost Customers
13925,1,16,700.43,50430.96,5,4,5,Champions,3,Champions
13927,2,14,257.9,9284.4,5,3,4,Loyal Customers,0,Potential Loyalists
13929,8,10,59.8,538.2,4,2,1,Potential Loyalists,0,Potential Loyalists
13930,40,8,87.96,158.33,2,1,1,Lost Customers,1,Lost Customers
13931,4,40,558.83,10058.94,5,5,5,Champions,3,Champions
13932,28,11,138.79,356.89,2,2,2,Lost Customers,2,Lost Customers
13933,15,14,152.24,730.75,3,3,2,Loyal Customers,2,Lost Customers
13936,5,24,531.14,7648.42,5,5,5,Champions,3,Champions
13938,48,16,249.2,373.8,1,4,4,At Risk,2,Lost Customers
13939,15,23,660.44,3170.11,3,5,5,Loyal Customers,3,Champions
13943,8,11,144.02,1296.18,4,2,2,Potential Loyalists,0,Potential Loyalists
13944,162,5,25.57,11.36,1,1,1,Lost Customers,1,Lost Customers
13946,19,13,226.35,857.75,3,3,3,Loyal Customers,2,Lost Customers
13947,48,11,129.31,193.97,1,2,2,Lost Customers,2,Lost Customers
13948,28,9,79.85,205.33,2,2,1,Lost Customers,1,Lost Customers
13949,35,13,187.68,386.08,2,3,3,At Risk,2,Lost Customers
13950,5,15,206.7,2976.48,5,4,3,Loyal Customers,0,Potential Loyalists
13953,43,8,125.24,209.7,2,1,2,Lost Customers,1,Lost Customers
13955,13,24,326.44,1807.98,4,5,4,Champions,3,Champions
13958,21,11,229.46,786.72,3,2,4,Big Spenders,2,Lost Customers
13959,25,12,221.95,639.22,3,3,3,Loyal Customers,2,Lost Customers
13960,19,26,455.54,1726.26,3,5,5,Loyal Customers,3,Champions
13967,8,17,130.77,1176.93,4,4,2,Loyal Customers,0,Potential Loyalists
13968,4,18,331.97,5975.46,5,4,4,Champions,3,Champions
13969,1,42,772.0,55584.0,5,5,5,Champions,3,Champions
13970,13,26,653.95,3621.88,4,5,5,Champions,3,Champions
13974,39,10,138.76,256.17,2,2,2,Lost Customers,2,Lost Customers
13975,25,16,161.04,463.8,3,4,3,Loyal Customers,2,Lost Customers
13976,6,8,207.94,2495.28,5,1,3,Potential Loyalists,0,Potential Loyalists
13977,26,5,52.37,145.02,2,1,1,Lost Customers,1,Lost Customers
13980,23,12,170.41,533.46,3,3,3,Loyal Customers,2,Lost Customers
13981,21,16,279.3,957.6,3,4,4,Loyal Customers,2,Lost Customers
13982,7,17,400.04,4114.7,5,4,5,Champions,3,Champions
13984,28,18,207.34,533.16,2,4,3,At Risk,2,Lost Customers
13985,8,23,366.15,3295.35,4,5,5,Champions,3,Champions
13986,20,19,212.04,763.34,3,4,3,Loyal Customers,2,Lost Customers
13989,67,7,84.37,90.67,1,1,1,Lost Customers,1,Lost Customers
13990,124,6,82.99,48.19,1,1,1,Lost Customers,1,Lost Customers
13991,18,10,193.0,772.0,3,2,3,Lost Customers,2,Lost Customers
13993,7,10,190.55,1959.94,5,2,3,Potential Loyalists,0,Potential Loyalists
13994,13,10,350.6,1941.78,4,2,5,Potential Loyalists,2,Lost Customers
13996,6,29,384.88,4618.56,5,5,5,Champions,3,Champions
13997,103,8,54.58,38.15,1,1,1,Lost Customers,1,Lost Customers
13998,37,18,240.51,468.02,2,4,4,At Risk,2,Lost Customers
13999,41,10,93.19,163.65,2,2,1,Lost Customers,1,Lost Customers
14000,57,10,144.04,181.95,1,2,2,Lost Customers,2,Lost Customers
14003,29,6,102.98,255.67,2,1,2,Lost Customers,1,Lost Customers
14005,3,28,284.01,6816.24,5,5,4,Champions,3,Champions
14007,80,3,39.22,35.3,1,1,1,Lost Customers,1,Lost Customers
14009,37,9,117.13,227.93,2,2,2,Lost Customers,1,Lost Customers
14010,7,16,206.82,2127.29,5,4,3,Loyal Customers,0,Potential Loyalists
14011,1,14,104.93,7554.96,5,3,2,Loyal Customers,0,Potential Loyalists
14012,21,10,100.65,345.09,3,2,1,Lost Customers,1,Lost Customers
14013,11,13,239.59,1568.23,4,3,4,Loyal Customers,0,Potential Loyalists
14014,9,18,213.53,1708.24,4,4,3,Loyal Customers,0,Potential Loyalists
14015,56,15,251.25,323.04,1,4,4,At Risk,2,Lost Customers
14016,96,8,174.31,130.73,1,1,3,Lost Customers,1,Lost Customers
14017,55,13,449.77,588.79,1,3,5,At Risk,2,Lost Customers
14021,5,9,212.76,3063.74,5,2,3,Potential Loyalists,0,Potential Loyalists
14023,46,6,293.12,458.8,2,1,4,Lost Customers,2,Lost Customers
14026,16,9,49.37,222.16,3,2,1,Lost Customers,1,Lost Customers
14027,39,9,112.93,208.49,2,2,2,Lost Customers,1,Lost Customers
14030,51,10,137.68,194.37,1,2,2,Lost Customers,1,Lost Customers
14032,4,7,81.54,1467.72,5,1,1,Potential Loyalists,0,Potential Loyalists
14033,5,24,569.21,8196.62,5,5,5,Champions,3,Champions
14035,17,12,156.94,664.69,3,3,3,Loyal Customers,2,Lost Customers
14037,3,6,184.84,4436.16,5,1,3,Potential Loyalists,0,Potential Loyalists
14038,48,21,283.91,425.86,1,5,4,At Risk,2,Lost Customers
14039,32,16,170.26,383.08,2,4,3,At Risk,2,Lost Customers
14040,49,11,122.73,180.34,1,2,2,Lost Customers,1,Lost Customers
14041,2,41,550.07,19802.52,5,5,5,Champions,3,Champions
14043,22,8,76.37,249.94,3,1,1,Lost Customers,1,Lost Customers
14044,60,22,306.75,368.1,1,5,4,At Risk,2,Lost Customers
14046,30,20,294.66,707.18,2,4,4,At Risk,2,Lost Customers
14047,65,7,67.43,74.69,1,1,1,Lost Customers,1,Lost Customers
14048,18,16,160.32,641.28,3,4,3,Loyal Customers,2,Lost Customers
14049,20,19,366.48,1319.33,3,4,5,Loyal Customers,3,Champions
14050,62,12,136.67,158.71,1,3,2,Lost Customers,2,Lost Customers
14051,79,5,84.67,77.17,1,1,1,Lost Customers,1,Lost Customers
14054,1,8,166.7,12002.4,5,1,3,Potential Loyalists,0,Potential Loyalists
14055,17,12,280.6,1188.42,3,3,4,Loyal Customers,2,Lost Customers
14056,3,20,474.98,11399.52,5,4,5,Champions,3,Champions
14058,11,9,183.66,1202.14,4,2,3,Potential Loyalists,0,Potential Loyalists
14060,32,9,233.92,526.32,2,2,4,Lost Customers,2,Lost Customers
14061,70,9,96.32,99.07,1,2,1,Lost Customers,1,Lost Customers
14062,14,15,223.25,1148.14,4,4,3,Loyal Customers,2,Lost Customers
14064,3,15,155.83,3739.92,5,4,2,Loyal Customers,0,Potential Loyalists
14065,15,17,435.55,2090.64,3,4,5,Loyal Customers,3,Champions
14066,10,13,126.0,907.2,4,3,2,Loyal Customers,0,Potential Loyalists
14070,21,16,220.46,755.86,3,4,3,Loyal Customers,2,Lost Customers
14071,4,9,185.58,3340.44,5,2,3,Potential Loyalists,0,Potential Loyalists
14073,4,12,189.88,3417.84,5,3,3,Loyal Customers,0,Potential Loyalists
14074,33,16,204.3,445.75,2,4,3,At Risk,2,Lost Customers
14075,31,10,68.68,159.51,2,2,1,Lost Customers,1,Lost Customers
14076,25,7,145.14,418.0,3,1,2,Lost Customers,1,Lost Customers
14078,89,9,131.47,106.36,1,2,2,Lost Customers,1,Lost Customers
14079,2,18,141.53,5095.08,5,4,2,Loyal Customers,0,Potential Loyalists
14081,24,19,262.84,788.52,3,4,4,Loyal Customers,2,Lost Customers
14082,69,11,219.56,229.11,1,2,3,Lost Customers,2,Lost Customers
14084,27,8,67.77,180.72,2,1,1,Lost Customers,1,Lost Customers
14085,58,6,65.91,81.82,1,1,1,Lost Customers,1,Lost Customers
14089,104,10,91.11,63.08,1,2,1,Lost Customers,1,Lost Customers
14090,12,20,348.5,2091.0,4,4,5,Champions,3,Champions
14092,42,7,50.97,87.38,2,1,1,Lost Customers,1,Lost Customers
14096,51,28,469.11,662.27,1,5,5,At Risk,3,Champions
14097,40,12,121.5,218.7,2,3,2,Lost Customers,2,Lost Customers
14100,72,9,90.27,90.27,1,2,1,Lost Customers,1,Lost Customers
14101,32,9,117.28,263.88,2,2,2,Lost Customers,1,Lost Customers
14102,20,12,436.55,1571.58,3,3,5,Loyal Customers,2,Lost Customers
14105,22,22,216.24,707.69,3,5,3,Loyal Customers,2,Lost Customers
14106,10,10,109.85,790.92,4,2,2,Potential Loyalists,0,Potential Loyalists
14108,10,13,344.34,2479.25,4,3,5,Loyal Customers,2,Lost Customers
14109,8,13,161.09,1449.81,4,3,3,Loyal Customers,0,Potential Loyalists
14113,20,24,494.67,1780.81,3,5,5,Loyal Customers,3,Champions
14116,2,14,197.83,7121.88,5,3,3,Loyal Customers,0,Potential Loyalists
14120,9,15,391.88,3135.04,4,4,5,Champions,3,Champions
14122,14,14,270.08,1388.98,4,3,4,Loyal Customers,2,Lost Customers
14125,13,26,338.51,1874.82,4,5,5,Champions,3,Champions
14128,2,15,252.37,9085.32,5,4,4,Champions,0,Potential Loyalists
14129,38,10,365.27,692.09,2,2,5,Lost Customers,2,Lost Customers
14130,4,24,274.88,4947.84,5,5,4,Champions,3,Champions
14134,102,4,84.63,59.74,1,1,1,Lost Customers,1,Lost Customers
14136,63,12,187.93,214.78,1,3,3,At Risk,2,Lost Customers
14137,51,7,119.35,168.49,1,1,2,Lost Customers,1,Lost Customers
14139,47,26,241.66,370.2,2,5,4,At Risk,2,Lost Customers
14140,51,15,139.81,197.38,1,4,2,Cannot Lose Them,2,Lost Customers
14141,16,11,197.54,888.93,3,2,3,Lost Customers,2,Lost Customers
14143,21,12,213.44,731.79,3,3,3,Loyal Customers,2,Lost Customers
14147,3,14,175.06,4201.44,5,3,3,Loyal Customers,0,Potential Loyalists
14148,26,30,475.01,1315.41,2,5,5,At Risk,3,Champions
14150,8,8,70.15,631.35,4,1,1,Potential Loyalists,0,Potential Loyalists
14151,16,27,272.37,1225.66,3,5,4,Loyal Customers,3,Champions
14152,90,8,91.73,73.38,1,1,1,Lost Customers,1,Lost Customers
14156,5,32,551.2,7937.28,5,5,5,Champions,3,Champions
14158,6,30,646.18,7754.16,5,5,5,Champions,3,Champions
14159,9,10,215.12,1720.96,4,2,3,Potential Loyalists,0,Potential Loyalists
14160,34,21,259.23,548.96,2,5,4,At Risk,2,Lost Customers
14161,6,8,102.47,1229.64,5,1,1,Potential Loyalists,0,Potential Loyalists
14162,45,15,498.56,797.7,2,4,5,At Risk,2,Lost Customers
14165,41,8,47.99,84.28,2,1,1,Lost Customers,1,Lost Customers
14169,29,29,443.96,1102.25,2,5,5,At Risk,3,Champions
14171,37,7,107.33,208.86,2,1,2,Lost Customers,1,Lost Customers
14172,45,14,106.32,170.11,2,3,2,Lost Customers,2,Lost Customers
14174,123,7,122.16,71.51,1,1,2,Lost Customers,1,Lost Customers
14175,11,12,131.72,862.17,4,3,2,Loyal Customers,0,Potential Loyalists
14179,21,12,251.11,860.95,3,3,4,Loyal Customers,2,Lost Customers
14180,8,17,206.44,1857.96,4,4,3,Loyal Customers,0,Potential Loyalists
14186,47,11,158.07,242.15,2,2,3,Lost Customers,2,Lost Customers
14188,3,32,569.35,13664.4,5,5,5,Champions,3,Champions
14190,14,29,327.28,1683.15,4,5,4,Champions,3,Champions
14192,12,22,291.46,1748.76,4,5,4,Champions,3,Champions
14193,13,7,60.14,333.08,4,1,1,Potential Loyalists,1,Lost Customers
14194,7,8,80.3,825.94,5,1,1,Potential Loyalists,0,Potential Loyalists
14196,11,21,304.63,1993.94,4,5,4,Champions,3,Champions
14198,50,8,149.54,215.34,1,1,2,Lost Customers,1,Lost Customers
14200,51,10,95.31,134.56,1,2,1,Lost Customers,1,Lost Customers
14203,30,19,141.19,338.86,2,4,2,Cannot Lose Them,2,Lost Customers
14204,25,16,81.08,233.51,3,4,1,Loyal Customers,2,Lost Customers
14205,56,8,115.13,148.02,1,1,2,Lost Customers,1,Lost Customers
14211,9,22,295.48,2363.84,4,5,4,Champions,3,Champions
14212,45,12,122.94,196.7,2,3,2,Lost Customers,2,Lost Customers
14214,29,14,316.47,785.72,2,3,4,At Risk,2,Lost Customers
14216,62,12,255.94,297.22,1,3,4,At Risk,2,Lost Customers
14219,29,6,144.1,357.77,2,1,2,Lost Customers,1,Lost Customers
14220,37,11,213.1,414.68,2,2,3,Lost Customers,2,Lost Customers
14222,45,16,100.83,161.33,2,4,1,Cannot Lose Them,2,Lost Customers
14224,18,15,228.83,915.32,3,4,4,Loyal Customers,2,Lost Customers
14230,28,12,255.22,656.28,2,3,4,At Risk,2,Lost Customers
14234,28,5,22.74,58.47,2,1,1,Lost Customers,1,Lost Customers
14235,36,17,157.09,314.18,2,4,3,At Risk,2,Lost Customers
14237,2,10,370.3,13330.8,5,2,5,Potential Loyalists,0,Potential Loyalists
14238,16,10,150.3,676.35,3,2,2,Lost Customers,0,Potential Loyalists
14241,30,25,439.26,1054.22,2,5,5,At Risk,3,Champions
14242,57,11,141.33,178.52,1,2,2,Lost Customers,2,Lost Customers
14243,51,18,543.09,766.72,1,4,5,At Risk,2,Lost Customers
14247,74,11,204.07,198.55,1,2,3,Lost Customers,2,Lost Customers
14253,131,3,21.64,11.89,1,1,1,Lost Customers,1,Lost Customers
14255,49,20,255.15,374.91,1,4,4,At Risk,2,Lost Customers
14256,25,15,158.74,457.17,3,4,3,Loyal Customers,2,Lost Customers
14257,21,27,353.48,1211.93,3,5,5,Loyal Customers,3,Champions
14261,34,13,155.55,329.4,2,3,2,Lost Customers,2,Lost Customers
14262,85,10,144.82,122.67,1,2,2,Lost Customers,1,Lost Customers
14265,7,47,889.31,9147.19,5,5,5,Champions,3,Champions
14267,4,9,164.33,2957.94,5,2,3,Potential Loyalists,0,Potential Loyalists
14269,6,10,119.87,1438.44,5,2,2,Potential Loyalists,0,Potential Loyalists
14270,12,9,283.12,1698.72,4,2,4,Potential Loyalists,0,Potential Loyalists
14274,37,14,296.43,576.84,2,3,4,At Risk,2,Lost Customers
14277,12,18,144.7,868.2,4,4,2,Loyal Customers,0,Potential Loyalists
14278,39,17,241.88,446.55,2,4,4,At Risk,2,Lost Customers
14279,4,13,239.41,4309.38,5,3,4,Loyal Customers,0,Potential Loyalists
14281,89,6,186.35,150.76,1,1,3,Lost Customers,1,Lost Customers
14282,16,19,172.92,778.14,3,4,3,Loyal Customers,2,Lost Customers
14285,4,10,80.88,1455.84,5,2,1,Potential Loyalists,0,Potential Loyalists
14286,216,7,86.39,28.8,1,1,1,Lost Customers,1,Lost Customers
14289,25,11,188.55,543.02,3,2,3,Lost Customers,2,Lost Customers
14290,44,10,78.25,128.05,2,2,1,Lost Customers,1,Lost Customers
14293,18,17,203.94,815.76,3,4,3,Loyal Customers,2,Lost Customers
14294,58,14,216.3,268.51,1,3,3,At Risk,2,Lost Customers
14295,18,11,57.45,229.8,3,2,1,Lost Customers,1,Lost Customers
14296,4,7,111.73,2011.14,5,1,2,Potential Loyalists,0,Potential Loyalists
14297,2,11,190.94,6873.84,5,2,3,Potential Loyalists,0,Potential Loyalists
14300,34,9,129.45,274.13,2,2,2,Lost Customers,1,Lost Customers
14307,19,24,345.98,1311.08,3,5,5,Loyal Customers,3,Champions
14309,11,12,94.06,615.67,4,3,1,Loyal Customers,0,Potential Loyalists
14311,62,11,194.55,225.93,1,2,3,Lost Customers,2,Lost Customers
14315,6,10,142.39,1708.68,5,2,2,Potential Loyalists,0,Potential Loyalists
14320,9,16,171.89,1375.12,4,4,3,Loyal Customers,0,Potential Loyalists
14322,2,11,264.48,9521.28,5,2,4,Potential Loyalists,0,Potential Loyalists
14324,9,34,319.13,2553.04,4,5,4,Champions,3,Champions
14325,78,5,50.46,46.58,1,1,1,Lost Customers,1,Lost Customers
14326,40,23,535.71,964.28,2,5,5,At Risk,3,Champions
14327,15,21,562.7,2700.96,3,5,5,Loyal Customers,3,Champions
14331,20,11,74.13,266.87,3,2,1,Lost Customers,1,Lost Customers
14332,32,12,112.2,252.45,2,3,2,Lost Customers,2,Lost Customers
14334,13,29,322.56,1786.49,4,5,4,Champions,3,Champions
14335,49,7,99.37,146.01,1,1,1,Lost Customers,1,Lost Customers
14336,3,21,275.05,6601.2,5,5,4,Champions,3,Champions
14340,3,17,196.14,4707.36,5,4,3,Loyal Customers,0,Potential Loyalists
14341,2,11,124.9,4496.4,5,2,2,Potential Loyalists,0,Potential Loyalists
14342,20,15,311.55,1121.58,3,4,4,Loyal Customers,2,Lost Customers
14343,1,22,680.46,48993.12,5,5,5,Champions,3,Champions
14349,6,23,277.03,3324.36,5,5,4,Champions,3,Champions
14352,10,29,237.95,1713.24,4,5,4,Champions,3,Champions
14353,4,13,197.14,3548.52,5,3,3,Loyal Customers,0,Potential Loyalists
